strain,mds1,mds2,mds_label,predicted_outlier_status,predicted_LOF_outlier_status,X_scores
A/Hawaii/59/2018,16.701526396422445,46.166337865740424,23,1,1,-0.9736558040426772
A/SouthAustralia/179/2018,17.040705516590787,46.45028759644718,23,1,1,-0.9778461093294772
A/Washington/181/2018,16.84993058647854,45.89423667365769,23,1,1,-0.9946117963344803
A/Connecticut/26/2017,16.55753562578905,43.92495160014227,23,1,1,-0.9738640259479052
A/Newcastle/199/2017,17.186398474374045,44.17787835514183,23,1,1,-1.010299817920917
A/Sydney/192/2017,15.973695015495007,42.88044756823421,23,1,1,-0.9884656181814938
A/Sydney/194/2017,16.956589471499132,45.07815892546331,23,1,1,-0.9827155428799325
A/Arizona/66/2017,18.80499715422097,44.43869214916173,23,1,1,-1.0754549487510299
A/SouthAustralia/256/2017,16.976529084097706,46.02043326889738,23,1,1,-0.9783532900040214
A/Florida/64/2019,16.854345327818585,47.39377337504703,23,1,1,-1.0167345631508482
A/NewJersey/48/2018,17.634707038623958,47.88059880641929,23,1,1,-1.0686478560271888
A/Pennsylvania/1016/2019,15.047839893261699,46.88325539207366,23,1,1,-0.997612550235425
A/Brisbane/64/2018,20.402157653653028,43.20009113574663,23,1,1,-1.0530845619029754
A/NewHampshire/24/2018,17.59834225044878,48.20912799819857,23,1,1,-1.0676662754447608
A/Perth/1036/2018,17.316365922095173,47.610474051400175,23,1,1,-1.0733718286791518
A/Canberra/11/2017,15.172253470497296,51.12024148826789,23,1,1,-1.0198085544183146
A/Massachusetts/12/2017,14.625456275515274,40.641055054123825,23,1,1,-0.9952854897969388
A/SouthAustralia/121/2018,15.041770874445715,52.02586257870463,23,1,1,-1.0161132876492398
A/Brisbane/67/2018,18.246356569634692,47.960072672493325,23,1,1,-1.1247369130365974
A/Perth/348/2017,17.543353177951374,48.58387933919199,23,1,1,-1.0914228764571283
A/Arizona/39/2019,26.15977458821939,43.08172541403306,-1,1,1,-1.0224136493708087
A/Arkansas/01/2019,23.22022134507147,43.830978255056536,-1,1,1,-1.1256329612647464
A/Ohio/31/2018,21.228218763888353,43.67662288049796,-1,1,1,-1.1666700117642632
A/SouthAustralia/153/2018,15.65204725460943,47.57697418741251,23,1,1,-0.9604683381430961
A/Minnesota/48/2018,15.904700616662574,47.439493302789685,23,1,1,-0.9740576067611599
A/Wisconsin/105/2018,26.839309241888408,42.36188341477471,-1,1,1,-0.9917768329016055
A/Massachusetts/39/2019,15.398499150448064,48.90527277673792,23,1,1,-1.002973625300891
A/Minnesota/44/2019,15.019098401885614,52.62827606910879,23,1,1,-1.0329614731544843
A/Makhachkala/84/2019,11.911132033343769,52.59589662498108,-1,1,1,-1.12960373138753
A/Vladimir/87/2019,25.429854286231556,45.42149791446077,-1,1,1,-1.148973566182505
A/Moscow/119/2019,13.697667344878054,51.44008920258691,23,1,1,-0.9853254008252401
A/SouthAfrica/A169-009-068/2017,25.78124605394112,40.4722246376983,-1,1,1,-0.9928310800392491
A/SouthAfrica/A136-005-063/2017,20.755373120512854,41.67462682226217,-1,1,1,-1.0731408059793588
A/SouthAustralia/171/2017,13.969461594470134,50.19481574015775,23,1,1,-0.99848386221199
A/Sydney/230/2017,17.222711153452703,48.50333499943807,23,1,1,-1.065641524927368
A/Sydney/152/2017,20.422959875512067,44.37113521072472,23,1,1,-1.1148922876628908
A/Sydney/707/2017,22.840869829750535,45.07577446015847,-1,1,1,-1.1329824355772211
A/SouthAustralia/174/2018,15.660356366520105,52.157845077344454,23,1,1,-1.0368168798365767
A/Brisbane/101/2018,12.283784026348565,56.48600282216696,-1,1,1,-1.284508488437412
A/Hawaii/44/2018,13.908230470505151,49.48241100287663,23,1,1,-1.0120816432683568
A/Hawaii/46/2018,14.42231512455739,47.88341571308323,23,1,1,-0.9595324068207974
A/Newcastle/17/2018,14.422315121704507,47.88341571426805,23,1,1,-0.9595324070971127
A/Newcastle/39/2018,16.365338070205723,47.63943220273058,23,1,1,-1.0074051748638393
A/SouthAustralia/186/2018,14.081272766239374,49.418071519762876,23,1,1,-1.0000945545904742
A/SouthAustralia/53/2018,13.427547978696756,48.04412624632571,23,1,1,-1.0304474514545636
A/Sydney/121/2018,14.422315305324647,47.88341563800979,23,1,1,-0.9595323967065525
A/Sydney/22/2018,14.406955116620404,49.21872620407311,23,1,1,-1.0004786845309404
A/Wisconsin/98/2018,16.217047943760335,49.03368418211811,23,1,1,-1.055261412992286
A/Sydney/100/2018,13.704997005793295,50.909937944003026,23,1,1,-0.985735472725221
A/Victoria/2041/2018,13.349372353780133,52.394450400685166,23,1,1,-1.0405698195118962
A/Hawaii/64/2018,14.720984231200472,46.45921683178123,23,1,1,-1.0197924306117394
A/Michigan/386/2018,14.734475390916225,46.45412684402834,23,1,1,-1.0172347154672052
A/Hawaii/50/2018,15.627063734294223,48.67098670710705,23,1,1,-0.9957154871268612
A/SouthAustralia/70/2018,15.668137776309994,50.90250865721274,23,1,1,-1.0586779109586282
A/Hawaii/51/2018,29.181008135759075,42.188850065973746,-1,1,1,-1.0823372198055226
A/Hawaii/52/2018,29.45221836928611,43.237428837766046,-1,1,1,-1.187084787415214
A/Missouri/28/2017,15.052762522800894,43.6350674014906,23,1,1,-1.0219127279608842
A/NorthCarolina/36/2017,15.961573838182108,44.20910299797782,23,1,1,-0.9939391138635717
A/Perth/340/2017,13.776183606736783,47.67333261312656,23,1,1,-1.0259680244258624
A/Hawaii/47/2018,13.73524776441101,52.14269204040847,23,1,1,-1.0086959467869288
A/SouthAustralia/7/2018,13.918163355693595,49.57016819347937,23,1,1,-1.0119617523980304
A/SouthAustralia/117/2018,27.55520139083812,45.82102482693762,22,1,1,-1.018495762413353
A/SouthAustralia/75/2018,14.194573143216381,49.29092629057331,23,1,1,-1.0045365689990278
A/Minnesota/50/2018,14.054109359918197,50.68021561368564,23,1,1,-0.998669249033522
A/Newcastle/48/2018,12.806147857093155,55.70699423731964,-1,1,1,-1.230386920412266
A/SouthAustralia/54/2018,14.478503801030689,48.35009937481564,23,1,1,-0.9787897328559717
A/SouthAustralia/1006/2018,11.546281814613053,56.51285560350194,-1,1,1,-1.3055127466719256
A/SouthAustralia/1009/2018,28.088644333565,47.401147831645346,22,1,1,-1.0181069201865447
A/SouthAustralia/161/2018,14.017921255029654,53.094796053630674,-1,1,1,-1.044290900269461
A/Wisconsin/99/2018,22.889644450701688,42.084249144856784,-1,1,1,-1.055120535538248
A/Perth/315/2017,13.280665149861472,51.1609819067329,23,1,1,-1.0201106284467907
A/MaharashtraState/NIV1734102/2017,11.777154051412266,49.37571884240885,23,1,1,-1.078396925511579
A/Victoria/2042/2018,11.87865511670516,54.139832828450345,-1,1,1,-1.1807939487427874
A/Sydney/1002/2018,18.3560023162463,48.83417495491857,-1,1,1,-1.2323271869023644
A/Sydney/1000/2018,28.66125707054202,43.37571078813559,-1,1,1,-1.1147671572944522
A/Connecticut/09/2020,11.995627229219311,55.71274862433432,-1,1,1,-1.2209487447583105
A/Maryland/20/2020,33.342776319058316,42.968400362264035,-1,1,1,-1.235053203787277
A/Utah/17/2020,11.844211982108614,57.00779965651561,-1,1,1,-1.316555693193225
A/NewYork/26/2020,35.49018573659588,44.21129772292957,-1,1,1,-1.2924967811461878
A/Connecticut/16/2020,11.583946064190107,57.09705831137024,-1,1,1,-1.3291330592476958
A/Florida/13/2020,35.513207010220725,44.13245740360917,-1,1,1,-1.293406100345941
A/Tennessee/26/2020,34.886571938538474,42.837226394890386,-1,1,1,-1.3051948266053297
A/Texas/42/2020,34.769259185302246,44.512861957327026,-1,1,1,-1.2564669525510186
A/Illinois/15/2020,16.486187820001007,57.83835114459495,-1,1,1,-1.2793470593815224
A/Bahrain/NHRC-OID_ESX0121A/2018,15.382420333315373,47.13926682667217,23,1,1,-0.9856205617946543
A/Bahrain/NHRC-OID_ESX0123/2018,15.008962906128344,48.713921947715214,23,1,1,-0.9775814594831985
A/Germany/9360/2019,15.534973160813664,46.44614439429176,23,1,1,-1.0131896575080734
A/Germany/8914/2019,15.816599555360325,48.593012942211764,23,1,1,-1.0006475364144063
A/Homosapien/China/LS205/2018,14.637332111675454,51.80667597498189,23,1,1,-0.975901840857772
A/Beijing/PUMCH12/2017,17.120933572116996,43.47087769565317,23,1,1,-1.014476577804626
A/Israel/C4912/2017,16.776788908058816,43.730143916380946,23,1,1,-0.9826010476046644
A/Thailand/CU-B21873/2017,16.236769189018663,42.727391515212744,23,1,1,-1.025600834904466
A/Israel/C6061/2017,16.12469074760809,42.68890346997047,23,1,1,-1.0317473371930748
A/Thailand/CU-CN148/2017,16.211936793475033,42.756852324874224,23,1,1,-1.0168542679965342
A/Germany/7025/2018,16.14566712900365,43.751899345660426,23,1,1,-0.9761470485328386
A/Guam/7145/2018,16.058138962421115,43.81757814157473,23,1,1,-0.9630990754399658
A/Mississippi/6374/2017,16.848563782925517,43.694302306994175,23,1,1,-0.9815468867843166
A/Italy/6950/2018,16.402429514512576,44.96316462247345,23,1,1,-0.9995638071938643
A/Italy/7368/2018,16.083742054399583,43.81736936632114,23,1,1,-0.9627362036036308
A/Shanghai/29/2017,15.008606747864516,42.07577264909401,23,1,1,-0.9621854225566674
A/Shanghai/60/2017,15.415012465297586,43.15604079365025,23,1,1,-1.0338436844707481
A/Shanghai/31/2017,14.13949203515557,41.187006741434345,23,1,1,-0.9979241843068678
A/Japan/5823/2017,16.457473026477413,40.77077842697071,23,1,1,-1.0978607618971812
A/Oklahoma/6010/2017,16.486740884337067,41.03934540124449,23,1,1,-1.0605878729869729
A/Singapore/NHRC_RGN0208/2017,18.133822423524624,42.43074605795321,23,1,1,-1.0116890837317813
A/Singapore/NHRC_RGN0210/2017,18.42811902454435,43.75007384936567,23,1,1,-1.0661408049226726
A/Japan/6473/2017,16.71579166463197,43.773964437511395,23,1,1,-0.9824716937044105
A/SouthKorea/7428/2018,18.851332172349924,43.03015107415222,23,1,1,-1.0019587119659723
A/Japan/6954/2018,16.559750102647268,46.22133026633653,23,1,1,-0.9884681137954269
A/Germany/9056/2019,16.816107618763947,46.01834231008903,23,1,1,-0.9901178665490665
A/Basel/USB003294.4/2017,14.42839736721108,41.33415755124535,23,1,1,-0.9818734206587061
A/Basel/USB003319.4/2017,14.058933277451668,40.27151440351635,23,1,1,-1.054449604896028
A/Japan/5638/2016,14.361381754540437,41.360888986907824,23,1,1,-0.982529756641779
A/Maryland/5893/2017,14.977122404656065,40.67260415272172,23,1,1,-0.9963749691585594
A/Israel/R83/2016,14.333922839737241,41.38334907902085,23,1,1,-0.983105274630989
A/Japan/5605/2016,14.839579046067904,43.56245924946465,23,1,1,-1.048402235761767
A/Israel/C3505/2017,14.656789135798938,43.733924238369276,23,1,1,-1.0077340320009647
A/Israel/C3607/2017,12.997301800063651,43.510606830749495,23,1,1,-1.250843105101671
A/Hawaii/7524/2018,16.701483166918482,46.166358327435844,23,1,1,-0.9736550167541832
A/Japan/6632/2018,17.59715016598883,44.63193897224689,23,1,1,-1.015092497692977
A/Belgium/8876/2019,16.552870549478897,51.583585740961894,-1,1,1,-1.135604508286
A/England/8892/2019,22.393405974488907,44.447482679720956,-1,1,1,-1.088312330649746
A/England/8893/2019,17.564970918969824,46.88028212802612,23,1,1,-1.0466388015425216
A/Hawaii/7988/2018,17.56994345076357,46.90280686327629,23,1,1,-1.0508688226406713
A/Italy/7842/2019,17.506056805452612,45.54684787506841,23,1,1,-0.9895980126222655
A/Germany/9344/2019,17.24171511288764,48.47779999097384,23,1,1,-1.066472786272482
A/England/7823/2019,16.919161075876787,50.06042137959161,-1,1,1,-1.1853784551887059
A/England/7964/2019,16.64919857790962,51.55005532814947,-1,1,1,-1.1424305715280247
A/England/7963/2019,16.127046719618708,53.118488457964446,-1,1,1,-1.1401715638688779
A/Germany/7220/2018,14.61270558156728,43.22462155267208,23,1,1,-1.0402711030740082
A/Seoul/1287/2018,16.385672726407627,50.647270004295336,-1,1,1,-1.145331760219814
A/SouthKorea/6969/2017,18.27941476564934,48.462246565200346,23,1,1,-1.1545956235191197
A/SouthKorea/7186/2018,18.28496997482205,45.64834625033758,23,1,1,-1.1106525934257943
A/Italy/9065/2019,24.51742691833101,43.45856818988379,-1,1,1,-1.058386239498499
A/Busan/1343/2018,13.926404894382017,46.49502035680337,23,1,1,-1.060526141250255
A/Japan/6792/2018,20.486863385563623,45.39543956744264,-1,1,1,-1.1329376819235477
A/SouthKorea/6968/2018,19.29539778849322,44.724053834547746,23,1,1,-1.087831373820836
A/SouthKorea/7182/2018,16.25808978860563,47.75045035105293,23,1,1,-1.0009714434667025
A/SouthKorea/7183/2018,24.824641345115385,43.962943990757275,-1,1,1,-1.1163983489885148
A/China/585/2017,15.055287713237837,43.63351253003946,23,1,1,-1.021272642319917
A/Guangdong/SKLRD01/2017,14.913419728175874,42.436347953707255,23,1,1,-0.9914813545659042
A/Guam/7502/2018,14.909936850372686,45.02288293396314,23,1,1,-1.0624797533632058
A/Seoul/739/2017,14.960695712799922,44.987286180102956,23,1,1,-1.0509694357072181
A/Japan/6633/2018,16.95256578173069,44.90226657893287,23,1,1,-0.9782175833893032
A/Incheon/1320/2018,14.839998417408564,46.38168156953171,23,1,1,-1.0105672862642643
A/China/S111/2017,14.939153086854578,47.555442903081456,23,1,1,-0.9794742349438993
A/Shanghai/36/2017,13.290048690271751,46.96396096879881,23,1,1,-1.066772779908288
A/Shanghai/44/2017,12.735223648486741,48.622431443420105,23,1,1,-1.0440054342098606
A/Shanghai/51/2017,11.523019140382607,46.887622289610356,-1,1,1,-1.0717456603601039
A/Shanghai/62/2017,12.744408722363847,48.6223813336494,23,1,1,-1.0428821184382657
A/Shanghai/30/2017,12.104250576067535,49.11642155165067,23,1,1,-1.0756338817106812
A/Shanghai/53/2017,11.519733929180045,50.71353042599948,-1,1,1,-1.0846955102134737
A/Shanghai/58/2017,11.517884314317115,50.70885884671189,-1,1,1,-1.0845861886583943
A/Shanghai/35/2017,10.154542928496198,48.94313458060031,-1,1,1,-1.0188347624789664
A/Shanghai/46/2017,9.588624133415578,50.537969528760655,-1,1,1,-1.1406195553568907
A/SouthKorea/7188/2018,12.781529860249947,52.492365894658136,-1,1,1,-1.051291510159076
A/India/1730885/2017,14.627060807732455,46.49089536436463,23,1,1,-1.0205850201329816
A/India/1731439/2017,14.868657200358687,45.03341533287957,23,1,1,-1.059501409447306
A/India/1740982/2017,13.062377676333814,51.08192798401411,23,1,1,-1.035871531817947
A/India/1842584/2017,14.028288525018475,47.930617139428044,23,1,1,-0.9873124104800972
A/India/1732150/2017,12.413289929583652,47.93317155784667,23,1,1,-1.0496571435631554
A/India/1733370/2017,14.666573757088491,46.464547087228574,23,1,1,-1.018795338649399
A/India/1731128/2017,14.920134877460173,46.34481364064256,23,1,1,-1.0134191623922661
A/India/1739931/2017,15.006607557602008,44.98404388588303,23,1,1,-1.0523978726766112
A/India/1739932/2017,15.039469233306846,43.649524603781,23,1,1,-1.0254201893107588
A/India/1841647/2017,14.826410784471172,45.01215138518186,23,1,1,-1.0604236769625117
A/India/1739930/2017,14.99148733510581,44.772853857410354,23,1,1,-1.0353683859547993
A/India/1842563/2017,13.994696331918385,49.13007854804305,23,1,1,-1.0042010913616914
A/India/1841650/2017,13.127135928336328,48.13165024592936,23,1,1,-1.0390855830868422
A/India/1733135/2017,13.738771196949813,46.591756330079406,23,1,1,-1.0543285412961967
A/India/1739944/2017,17.802084604741125,47.22743587598536,23,1,1,-1.0888340236837855
A/India/1740987/2017,15.71308087688257,41.79402087266861,23,1,1,-1.0116316436208732
A/India/1740989/2017,14.729974491931989,41.30400272712794,23,1,1,-0.9641040769233424
A/India/1842552/2017,18.762747280850032,46.43285068447441,23,1,1,-1.1907292296722982
A/India/1842577/2017,18.13256950609353,45.54724055125792,23,1,1,-1.091122940357108
A/India/1842564/2017,16.191794705182993,45.21801689439314,23,1,1,-1.0109703331917888
A/India/1741143/2017,12.90914039558114,52.644008144482676,-1,1,1,-1.045894418792152
A/Belgium/8877/2019,15.689294323744464,47.51951550359208,23,1,1,-0.9555960046465064
A/England/8122/2019,15.732232927141109,47.48751603798957,23,1,1,-0.9566202707335304
A/Germany/9482/2019,15.080865456735046,49.22972918842102,23,1,1,-1.0045960294594718
A/Italy/8938/2019,13.995052567292658,48.16711550833286,23,1,1,-0.9877882969360947
A/England/8581/2019,14.720944280425444,50.26592943405449,23,1,1,-1.0074312815107158
A/Germany/9483/2019,12.15673797189366,52.68463910315511,-1,1,1,-1.106725101652799
A/Germany/7830/2018,23.269989626893892,43.607747179497096,-1,1,1,-1.1063836590262146
A/Turkey/8543/2019,15.888572355149591,46.03555588442837,23,1,1,-0.9968931328980052
A/Iran/ClinicalSample/2019,15.809328237200011,44.74273572667038,23,1,1,-1.0271744119365045
A/Germany/9669/2019,15.37422112246876,56.06017880494269,-1,1,1,-1.2689180286371564
A/Basel/USB003311.4/2017,17.51345403722662,41.175984625382384,23,1,1,-1.1707342700904826
A/Basel/USB003316.4/2017,19.462558809965074,42.472820889731615,23,1,1,-1.0142945575633893
A/Delaware/5728/2017,14.253097646067946,45.71041272449732,23,1,1,-1.04946136803788
A/BritishColumbia/056/2018,13.259033926974759,49.87163664959167,23,1,1,-1.0045245616838474
A/Japan/5982/2017,14.131089082119123,46.58803248098469,23,1,1,-1.0286634501705008
A/Germany/7345/2018,30.102133188546578,43.13790587597557,-1,1,1,-1.2510967782400493
A/Japan/FDX70378/2018,16.21755976420176,53.36837136545803,-1,1,1,-1.133253758091431
A/India/1739935/2017,16.584978274378177,49.30510335229032,23,1,1,-1.1016034594776698
A/Beijing/PUMCH02/2017,17.120933558437677,43.47087770263165,23,1,1,-1.0144765743949695
A/India/Ker-19298/2018,13.893691652477102,52.444000847236346,23,1,1,-1.0035666709871687
A/India/Ker-19299/2018,16.607857398692975,45.9674996858231,23,1,1,-0.9934752168054264
A/India/Pun-1845890/2018,16.295239087175904,44.98058975977934,23,1,1,-1.0195281760574857
A/India/Pun-1846768/2018,15.217635897194144,47.81942346746192,23,1,1,-0.9741909455842548
A/India/Pun-19533/2019,16.941917103777357,47.67237703320279,23,1,1,-1.0239353862612375
A/India/Pun-1847030/2018,14.84512846868438,50.757769602648686,23,1,1,-1.0111069954567324
A/India/Pun-1851127/2018,14.701823680765813,50.774018321458065,23,1,1,-0.9945787590202807
A/India/Pun-1847593/2018,14.88210709659558,48.33614602994884,23,1,1,-0.9751826741071392
A/India/Pun-19615/2019,13.69150206973265,53.63280889679634,-1,1,1,-1.0797249389856076
A/India/Pun-1847801/2018,14.12343100110459,52.419724865451144,23,1,1,-0.991385759931618
A/Germany/8918/2019,17.71932867676427,52.71357878162919,-1,1,1,-1.1980592566310926
A/India/1842580/2017,16.079395073048342,52.3732112248311,-1,1,1,-1.0752054663762718
A/Grozny/88/2019,16.620251497020167,46.21071812720157,23,1,1,-0.98060061935374
A/India/1738050/2017,12.314671005870762,56.662339877576386,-1,1,1,-1.2538088084495516
A/India/1741146/2017,12.463853341040211,55.32468368535656,-1,1,1,-1.192942074302833
A/Keelung/0161/2017,17.258916207644347,41.606044858274494,23,1,1,-1.0912992286227865
A/Linkou/0266/2017,16.4574730264816,40.77077842696849,23,1,1,-1.0978607618971785
A/Linkou/0186/2016,13.858489453078036,39.25956050955325,23,1,1,-1.2184884671982137
A/Linkou/0335/2017,23.26681051463195,44.732039081601975,-1,1,1,-1.1360571976651346
A/MUWRP-Uganda/706/2017,14.462177906235153,43.850463433892926,23,1,1,-1.0228643947682827
A/MUWRP-Uganda/709/2017,12.999452195785375,44.48055059944336,23,1,1,-1.1933557413892357
A/Santiago/PUC-MVL_051/2017,14.129777144267173,40.27648853134075,23,1,1,-1.0482981855767997
A/Santiago/RMS_op013d0/2017,13.858489453078008,39.25956050955325,23,1,1,-1.21848846719822
A/Santiago/p008d0/2017,14.627423968611796,41.24277081303808,23,1,1,-0.9797997654511859
A/Santiago/p025d0/2017,14.357807802952163,41.29777123228345,23,1,1,-0.9800096788215432
A/Santiago/PUC-MVL_022/2018,16.616388988356128,47.60009038872321,23,1,1,-1.0012977286312972
A/Santiago/p003d0/2018,15.736860991927307,52.1028400992483,23,1,1,-1.0465342063241263
A/Santiago/p016d0/2018,16.42346275274357,44.96399807220504,23,1,1,-0.9981793712945718
A/Kenya/029/2017,19.17070660577453,43.21276157413577,23,1,1,-1.0020617749543521
A/Kenya/033/2017,18.962043356088774,43.299915942569456,23,1,1,-1.004469676487551
A/Kenya/035/2017,19.26607220852975,43.08219236020792,23,1,1,-1.0001354409804892
A/Kenya/031/2017,21.247153686410908,46.20547214227781,22,1,1,-1.1709732809048599
A/Santiago/PUC-MVL_003/2017,27.4121047565407,38.992366824000186,-1,1,1,-1.0895614748934015
A/Kenya/003/2017,23.722845268877784,41.89139518615417,-1,1,1,-1.0147192129946645
A/Kenya/024/2017,27.735966499840178,41.57577577780412,-1,1,1,-1.0108521785160467
A/Kenya/023/2017,27.08104415334268,42.56001223877058,-1,1,1,-1.0055355985379548
A/Kenya/007/2017,23.71664407347858,41.90417026857737,-1,1,1,-1.015316455752591
A/Kenya/010/2017,15.602189443043894,48.07926704486411,23,1,1,-0.9779738833469697
A/Kenya/017/2017,25.359106749452422,42.25235813766342,23,1,1,-0.9751261731237291
A/Kenya/018/2017,24.06918097410416,44.75478047578235,-1,1,1,-1.1626473240364819
A/Kenya/020/2017,27.32602117339387,42.28782084009195,-1,1,1,-1.0013571178684404
A/Kenya/009/2017,20.23313080112734,39.43671609630192,23,1,1,-1.0984893399087894
A/Kenya/011/2017,19.227428937233466,40.55317939522122,23,1,1,-1.2636892808282671
A/Kenya/015/2017,20.510013694062916,41.114226444256566,23,1,1,-1.0421974681227886
A/Kenya/021/2017,22.953999127126952,40.754311785981045,23,1,1,-0.9936140621897552
A/Kenya/016/2017,20.510014316130363,41.11422603145152,23,1,1,-1.0421975611802312
A/Kenya/004/2017,27.12831776243193,42.498966528263225,-1,1,1,-1.0012875721110428
A/Kenya/026/2017,27.283846276616725,42.090984574300045,-1,1,1,-0.9975995346795304
A/Kenya/022/2017,28.67432655817713,42.843811203680296,-1,1,1,-1.1033663332752095
A/Kenya/028/2017,30.074360369331345,43.402308573044955,-1,1,1,-1.2671778601395796
A/Kenya/012/2017,25.388715541449415,42.22713024811677,23,1,1,-0.9751261731237293
A/Kenya/034/2017,26.06113345402772,41.275903672807154,23,1,1,-0.9701788093644043
A/Mexico/SAR30007N/2017,25.58055544215695,37.870027871726414,-1,1,1,-1.1525701643513613
A/Arizona/11/2020,33.941368398551106,45.08926105076613,-1,1,1,-1.2205980196543629
A/Georgia/03/2020,33.11353103207964,44.60098204030992,-1,1,1,-1.2152991235928248
A/Iowa/18/2020,13.807642596144461,58.63359482617217,-1,1,1,-1.255878650792867
A/Wisconsin/52/2020,14.647383611398235,57.14076477935601,-1,1,1,-1.215541526824664
A/NewJersey/34/2019,18.32173854508992,56.45808927481764,-1,1,1,-1.2131308196277815
A/Illinois/38/2019,35.654414451738035,45.32312737496261,-1,1,1,-1.2711358077990595
A/Mississippi/41/2019,34.622890884207784,44.706804196481855,-1,1,1,-1.250597559332594
A/Maryland/19/2020,14.573095216111446,60.743815551948344,-1,1,1,-1.430101280709536
A/Oregon/10/2020,33.42646780271882,45.83891999924413,-1,1,1,-1.2565179636461754
A/California/49/2020,36.53882305916842,44.114422242753115,-1,1,1,-1.3479454422700954
A/Pennsylvania/03/2020,34.82848527977564,46.42713212405733,-1,1,1,-1.2200575937707996
A/Homosapien/China/LS340/2019,30.34405250893497,46.58339397341586,-1,1,1,-1.4017711291707333
A/Homosapien/China/LS341/2019,16.56650976656007,56.090190073437526,-1,1,1,-1.3391280786131228
A/Alaska/31/2019,26.014872292593626,53.48250419824847,-1,1,1,-1.086415852681957
A/Illinois/37/2019,28.842333333325296,51.6592774703116,-1,1,1,-1.1269824860066773
A/California/171/2019,26.482385116140794,53.21130099794176,-1,1,1,-1.1095026647956896
A/Mississippi/28/2019,32.13721686680723,51.35862685054076,-1,1,1,-1.3986810122527804
A/Pennsylvania/1019/2019,31.644008177088388,51.379953620824644,-1,1,1,-1.4343027085804776
A/Iowa/68/2019,36.77731479103056,46.355680529290154,-1,1,1,-1.2669654568451278
A/Maine/47/2019,26.90775999238264,57.82302245768359,-1,1,1,-1.2919515657865155
A/Massachusetts/38/2019,27.873331853156053,56.31605186144748,-1,1,1,-1.1885747805428641
A/Arizona/47/2018,23.386152615131827,49.58602991117328,22,1,1,-1.0216814630268745
A/Connecticut/33/2018,24.17920806009997,49.0892732157389,22,1,1,-0.9728280012333741
A/SouthAustralia/26/2018,25.577009253034,51.13781999424718,22,1,1,-1.0789635815064016
A/SouthAustralia/184/2018,21.301726425544235,52.7463499710017,-1,1,1,-1.1056241240799172
A/Utah/45/2018,20.488321443644192,51.804364398078526,-1,1,1,-1.2521043152074949
A/Victoria/703/2018,23.751354462578014,56.29529428647848,-1,1,1,-1.174903451174885
A/Utah/58/2019,35.68271338728511,49.45941989880662,-1,1,1,-1.269140399647641
A/Michigan/437/2019,33.602355822728626,55.82380191694784,-1,1,-1,-1.5198290189274941
A/India/Ker-1851650/2018,20.437176886918824,51.541825897055425,-1,1,1,-1.3625769666577487
A/India/Pun-1847908/2018,21.304183108319357,53.74710471193437,-1,1,1,-1.0450509747379484
A/India/Pun-1851148/2018,21.50977018706743,54.93469005168646,-1,1,1,-1.074535049056272
A/India/Pun-1847054/2018,21.529831581099288,54.96734780628655,-1,1,1,-1.057695263788518
A/India/Pun-1847933/2018,19.256780870005656,55.41581126183487,-1,1,1,-1.1140009642015116
A/India/Pun-1920970/2019,25.536816157666998,52.43605451346197,-1,1,1,-1.0810150607071969
A/India/Pun-1922253/2019,26.433968579796886,53.24194009270745,-1,1,1,-1.1103789273586402
A/India/Pun-1921693/2019,27.147730088941387,54.13797554367563,-1,1,1,-1.0747553820909872
A/India/Pun-1922218/2019,27.18187170902993,54.110673793214524,-1,1,1,-1.0730715246552962
A/India/Pun-1924667/2019,27.724256662836968,55.10204568853221,-1,1,1,-1.1349137898581791
A/India/Pun-1922260/2019,22.956596776599213,58.01327914990302,-1,1,1,-1.349525870721216
A/India/Pun-1921994/2019,27.254712626446125,54.05006133994788,-1,1,1,-1.070241461489875
A/India/Pun-1922052/2019,29.373478246756555,51.328892029133996,-1,1,1,-1.2599096464968347
A/India/Pun-1922016/2019,30.395557630752553,54.6874084255027,-1,1,1,-1.1507117019263764
A/India/Pun-1922295/2019,29.107331178005104,56.842618522436155,-1,1,1,-1.3078008832098853
A/India/Pun-1923665/2019,27.292352899099285,55.553592155013476,-1,1,1,-1.1698915644963959
A/India/Pun-1923690/2019,22.214867212405462,57.16958611692329,-1,1,1,-1.1781767909735739
A/India/Pun-1923708/2019,24.971037287268505,55.45648919585196,-1,1,1,-1.124968209354217
A/India/Pun-1922030/2019,20.238419042603482,55.344636369159595,-1,1,1,-1.070097598990211
A/India/Pun-1922292/2019,20.46501564803079,56.50281454603762,-1,1,1,-1.1420934427658898
A/Italy/8453/2019,21.681112594095932,54.810708010872574,-1,1,1,-1.0685851807560318
A/Italy/9061/2019,25.07382723464955,49.99461889632258,22,1,1,-1.026159493559235
A/Japan/7503/2018,24.181538500624338,49.08773301769236,22,1,1,-0.9727581575075066
A/SouthKorea/8203/2019,21.652431868542124,53.647691299630615,-1,1,1,-1.0575069203593994
A/Texas/7538/2018,21.630126818467673,53.64679032240606,-1,1,1,-1.0574803441689367
A/Japan/8000/2019,29.220008728920284,51.8038497849664,-1,1,1,-1.1121407442024343
A/Italy/9363/2019,22.946418310117945,56.866262934662245,-1,1,1,-1.199846796852055
A/Belgium/8725/2019,22.132499874114767,50.0201674700642,22,1,1,-1.0045612554425312
